program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
AP201208036,"8/13/12 0:00","Name/Operations changes","Dogwood Power Management, LLC","25111 E 175th","Pleasant Hill",Cass,"AP:  Amendment Approved","AOP: Part 70 Operating Permit Admin. Amendment","9/28/12 0:00",OP,46,,,AP0000370056,38.798877,-94.302495,1,range_interpolation,25111,"E 175th St",,,"Pleasant Hill",MO,"Cass County",64080,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060402,2001,2,290370604022001,29037060402,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201208043,"8/14/12 0:00","Batch Mixers","Cook Composites & Polymers Co.","919 E 14th Ave","North Kansas City",Clay,"AP:  Amendment Approved","AP: Sec 5 & 6: Deminimis and Minor","1/24/13 0:00",052000-007B,163,,,APA000470012,39.133944,-94.570271,1,range_interpolation,919,"E 14th Ave",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6122,6,290470221006122,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201208044,"8/14/12 0:00","Resin Production","Cook Composites & Polymers Co.","919 E 14th Ave","North Kansas City",Clay,"AP:  Closed out, per policy","AP: Sec 5 & 6: Deminimis and Minor","11/29/12 0:00",,107,,,APA000470012,39.133944,-94.570271,1,range_interpolation,919,"E 14th Ave",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6122,6,290470221006122,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201208047,"8/14/12 0:00","Confidentiality for 2012-08-044","Cook Composites & Polymers Co.","919 E 14th Ave","North Kansas City",Clay,"AP:  Request Approved","AP: Confidentiality Request","8/20/12 0:00",,6,,,APA000470012,39.133944,-94.570271,1,range_interpolation,919,"E 14th Ave",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6122,6,290470221006122,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201208054,"8/22/12 0:00","Replace oxidizer","Harley Davidson Motor Co","11401 N Congress","Kansas City",Platte,"AP:  No Permit Required","AP: Applicability Determination Request","10/17/12 0:00",,56,,,AP0001652415,39.299756,-94.661893,1,rooftop,11401,"N Congress Ave",,,"Kansas City",MO,"Platte County",64153,US,"Platte County",2021,29,29165,"Kansas City",2938000,030201,4015,4,291650302014015,29165030201,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201208061,"8/22/12 0:00","Boiler Upgrade","University of Missouri-KC","1011 East 51st St","Kansas City",Jackson,"AP:  Closed out, per policy","AP: Applicability Determination Request","8/27/12 0:00",,5,,,AP0000952090,39.034376,-94.574027,1,rooftop,1011,"E 51st St",,,"Kansas City",MO,"Jackson County",64110,US,Jackson,2021,29,29095,"Kansas City",2938000,007400,1014,1,290950074001014,29095007400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201208056,"8/23/12 0:00",Incinerator,"Muehlebach Funeral Home","6800 Troost Ave","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","9/11/12 0:00",1350,19,,,AP0000952475,39.003692,-94.575322,1,rooftop,6800,"Troost Ave",,,"Kansas City",MO,"Jackson County",64131,US,Jackson,2021,29,29095,"Kansas City",2938000,008600,1012,1,290950086001012,29095008600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201208059,"8/23/12 0:00","Flaker Addition","Cargill, Inc.","2306 ROCHESTER ST","Kansas City",Jackson,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","10/31/12 0:00",092012-007,69,,,AP0000952001,39.121091,-94.555817,1,range_interpolation,2306,"Rochester St",,,"Kansas City",MO,"Jackson County",64120,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,015500,1082,1,290950155001082,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201209001,"8/31/12 0:00",Paperboard,"Georgia Pacific Corp","8600 NE 38th St",Randolph,Clay,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","10/24/12 0:00",1352,54,,,APA000472201,39.163549,-94.481631,0.9,rooftop,8600,"NE 38th St",,,"Kansas City",MO,"Clay County",64161,US,"City of Kansas City",2021,29,29047,"Kansas City",2938000,022200,3048,3,290470222003048,29047022200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201209002,"9/4/12 0:00","Rock Crushing","Ideker Inc - Mosby North","US 69 & Cameron Rd",Mosby,Clay,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate to New Site","10/10/12 0:00",082010-009,36,"9/18/14 0:00",,AP0000470193,39.314899,-94.293888,1,place,,,,,Mosby,MO,"Clay County",64073,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Mosby,2950168,021602,1041,1,290470216021041,29047021602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201209003,"9/4/12 0:00","Rock Crushing","Ideker Inc - Mosby North","US 69 & Cameron Rd",Mosby,Clay,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate to New Site","10/10/12 0:00",062011-006,36,"9/18/14 0:00",,AP0000470193,39.314899,-94.293888,1,place,,,,,Mosby,MO,"Clay County",64073,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Mosby,2950168,021602,1041,1,290470216021041,29047021602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201210004,"10/1/12 0:00","Printing and Boxes","International Paper Company","4343 CLARY BLVD","Kansas City",Jackson,"AP:  Permit Required","AOP: Applicability Determination Requests","9/17/15 0:00",OP,1081,,,AP0000952177,39.045879,-94.520965,1,rooftop,4343,"Clary Blvd",,,"Kansas City",MO,"Jackson County",64130,US,Jackson,2021,29,29095,"Kansas City",2938000,017100,4013,4,290950171004013,29095017100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201210012,"10/4/12 0:00",Grain,"Cargill, Inc.","4801 East Birmingham Road","Kansas City",Clay,"AP:  Operating Permit Issued","AOP: Intermediate Operating Permit Renewal","6/26/17 0:00",OP2017-053,1726,"6/26/22 0:00",#http://dnr.mo.gov/env/apcp/permits/docs/cargillkc-birm2017op.pdf#,APA000470027,39.150943,-94.523917,0.9,rooftop,4801,"NE Birmingham Rd",,,"Kansas City",MO,"Clay County",64117,US,"City of Kansas City",2021,29,29047,"Kansas City",2938000,020602,2011,2,290470206022011,29047020602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201210027,"10/11/12 0:00","Contraband in Incinerator","Liberty Animal Control","1501 E Old MO Hwy 210",Liberty,Clay,"AP:  Amendment Approved","AP: Corrections & Amendments","11/8/12 0:00",1293-011A,28,,,AP0000470142,39.201499,-94.388583,1,range_interpolation,1501,"Old Hwy 210",,,Liberty,MO,"Clay County",64068,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Liberty,2942032,021602,2129,2,290470216022129,29047021602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201210033,"10/15/12 0:00","Add boiler","Ingredion, Incorporated","1001 BEDFORD RD","North Kansas City",Clay,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","12/6/12 0:00",122012-004,52,,#http://www.dnr.mo.gov/env/apcp/permits/docs/ingredion-nkct2012cp.pdf#,AP0000470002,39.128781,-94.570247,1,range_interpolation,1001,"Bedford Rd",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6149,6,290470221006149,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201210052,"10/24/12 0:00","Ventilation System","Robert Bosch Tool Company","140 CORUM RD","Excelsior Springs",Clay,"AP:  No Permit Required","AP: Applicability Determination Request","11/15/12 0:00",,22,,,APC000470070,39.33719,-94.249344,1,range_interpolation,140,"Corum Rd",,,"Excelsior Springs",MO,"Clay County",64024,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"Excelsior Springs",2923086,021701,3036,3,290470217013036,29047021701,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201211026,"11/9/12 0:00","Utility Service Center","Kansas City Power & Light","4400 E FRONT ST","Kansas City",Jackson,"AP:  Closed out, per policy","AOP: Basic Operating Permit Renewal","10/16/13 0:00",OP,341,"5/27/18 0:00",,AP0000952012,39.132487,-94.526322,1,rooftop,4400,"E Front St",,,"Kansas City",MO,"Jackson County",64120,US,Jackson,2021,29,29095,"Kansas City",2938000,015500,1036,1,290950155001036,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201303007,"3/1/13 0:00","Re-Add line","Nitto Denko Automotive Missouri","8485 Prospect","Kansas City",Jackson,"AP:  Closed out, per policy","AP: Applicability Determination Request","9/3/13 0:00",,186,,,AP0000952029,38.973621,-94.55707,1,rooftop,8485,"Prospect Ave",,,"Kansas City",MO,"Jackson County",64132,US,Jackson,2021,29,29095,"Kansas City",2938000,009600,2026,2,290950096002026,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201303010,"3/4/13 0:00","Rock Crushing","ESI Contracting Corp","7300 E 63rd","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","6/28/13 0:00",OP,116,"2/22/19 0:00",,AP0000952437,39.013698,-94.502826,1,rooftop,7300,"E 63rd Trfy",,,"Kansas City",MO,"Jackson County",64129,US,Jackson,2021,29,29095,"Kansas City",2938000,017500,2017,2,290950175002017,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201303011,"3/4/13 0:00",Printing,"LSC Communications Inc. - Liberty","3401 Heartland Dr",Liberty,Clay,"AP:  Operating Permit Issued","AOP: Intermediate Operating Permit Renewal","3/22/17 0:00",OP2017-022,1479,"3/22/22 0:00",#http://dnr.mo.gov/env/apcp/permits/docs/lsc-libertyi2017op.pdf#,AP0000470122,39.289109,-94.40142,0.9,range_interpolation,3401,"N Heartland Dr",,,Liberty,MO,"Clay County",64068,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Liberty,2942032,021602,1103,1,290470216021103,29047021602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201303042,"3/12/13 0:00","Rock Crushing","Custom Truck & Equipment, LLC","7701 E. Highway 24","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","4/18/13 0:00",1362,37,,,AP0000952476,39.103689,-94.491891,1,rooftop,7701,"E US 24 Hwy",,,"Kansas City",MO,"Jackson County",64125,US,Jackson,2021,29,29095,"Kansas City",2938000,002000,1003,1,290950020001003,29095002000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201308069,"3/14/13 0:00","Name Change","Fujifilm Manufacturing U.S.A.","20 W. 14th Ave.","North Kansas City",Clay,"AP:  Amendment Approved","AOP: Intermediate Operating Permit Amendment","9/18/13 0:00",OP2010-046A,188,,,AP0000470141,39.134353,-94.58076,1,range_interpolation,20,"W 14th Ave",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6089,6,290470221006089,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201303041,"3/15/13 0:00","Power Plant","Kansas City Power & Light Co (Hawthorn)","8700 HAWTHORNE RD","Kansas City",Jackson,"AP:  Closed out, per policy","AOP: CAIR Application","3/22/13 0:00",OP,7,,,AP0000950022,39.130505,-94.478423,1,rooftop,8700,"Hawthorne Rd",,,"Kansas City",MO,"Jackson County",64120,US,Jackson,2021,29,29095,"Kansas City",2938000,015500,2006,2,290950155002006,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201211027,"11/9/12 0:00",Hospital,"Children's Mercy Hospital","2401 GILLHAM RD","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","2/8/13 0:00",OP,91,"2/11/18 0:00",,AP0000952163,39.08305,-94.577639,1,rooftop,2401,"Gillham Rd",,,"Kansas City",MO,"Jackson County",64108,US,Jackson,2021,29,29095,"Kansas City",2938000,004300,1004,1,290950043001004,29095004300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201211031,"11/13/12 0:00",Incinerator,"D W Newcomers Inc","6912C Blue Ridge Dr","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","12/20/12 0:00",1356,37,,,AP0000952471,38.998537,-94.48758,0.8,rooftop,6912,"Blue Ridge Blvd",,,Raytown,MO,"Jackson County",64133,US,Jackson,2021,29,29095,"Kansas City",2938000,017500,1030,1,290950175001030,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201211033,"11/13/12 0:00","Packaged Sand, Cement","Materials Packaging Corp","23018 S 291 Hwy",Harrisonville,Cass,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","10/22/13 0:00",OP,343,"5/7/18 0:00",,AP0000375001,38.588349,-94.332759,0.9,range_interpolation,23018,"E 291st St",,,Harrisonville,MO,"Cass County",64701,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060800,3056,3,290370608003056,29037060800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201211038,"11/13/12 0:00","Fire Pump Engine","Walmart Supercenter #4553","11601 E Us Highway 40","Kansas City",Jackson,"AP:  No Permit Required","AOP: Applicability Determination Requests","12/27/12 0:00",,44,,,AP0201211038,39.045196,-94.443184,1,rooftop,11601,"E US 40 Hwy",,,"Kansas City",MO,"Jackson County",64133,US,Jackson,2021,29,29095,"Kansas City",2938000,010702,1000,1,290950107021000,29095010702,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201211039,"11/14/12 0:00","Asphalt Shingle Grinding","Asphalt Recycling Concepts LLC","6105 NW Riverpark Dr",Riverside,Platte,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate Approved Site","11/16/12 0:00",082010-007,2,"11/22/14 0:00",,AP0001650038,39.178029,-94.651636,1,rooftop,6105,"NW River Park Dr",,,Riverside,MO,"Platte County",64150,US,"Platte County",2021,29,29165,Riverside,2962156,030101,2043,2,291650301012043,29165030101,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201211064,"11/15/12 0:00","Greenwood Quarry Operation","Martin Marietta Aggregates","15719 South Airport Road",Greenwood,Cass,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","12/6/12 0:00",OP,21,"11/15/17 0:00",,AP0000370001,38.835744,-94.33445,0.7,street_center,,"Airport Rd",,,Greenwood,MO,"Cass County",64034,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060402,1005,1,290370604021005,29037060402,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201211056,"11/20/12 0:00",Fiberglass,"AERO TRANSPORTATION PRODS., INC.","3300 Geospace Drive",Independence,Jackson,"AP:  Operating Permit Issued","AOP: Part 70 Operating Permit Renewal","11/29/17 0:00",OP2017-085,1835,"11/29/22 0:00",#https://dnr.mo.gov/env/apcp/permits/docs/aero-indep-2017op.pdf#,AP0000950191,39.113517,-94.366641,0.9,rooftop,3300,"E Geospace Dr",,,Independence,MO,"Jackson County",64056,US,Jackson,2021,29,29095,Independence,2935000,011406,3031,3,290950114063031,29095011406,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201211058,"11/21/12 0:00","Feed Production","Purina Mills","725 N Olive St","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","9/6/13 0:00",OP,289,"11/20/17 0:00",,AP0000950036,39.122004,-94.553119,1,rooftop,725,"N Olive St",,,"Kansas City",MO,"Jackson County",64120,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,015500,1080,1,290950155001080,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201211057,"11/26/12 0:00",Tanks,"Sugar Creek Marketing Terminal","1315 North Sterling","Sugar Creek",Jackson,"AP:  Amendment Approved","AOP: Part 70 Operating Permit Admin. Amendment","3/4/13 0:00",OP2012-042A,98,"10/10/17 0:00",#http://www.dnr.mo.gov/env/apcp/permits/docs/buckeye-sugarcreek2012opf.pdf#,AP0000950002,39.120106,-94.444561,1,rooftop,1315,"N Sterling Ave",,,"Sugar Creek",MO,"Jackson County",64054,US,Jackson,2021,29,29095,"Sugar Creek",2971368,011100,1019,1,290950111001019,29095011100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201211060,"11/26/12 0:00","Specialty Starch","Ingredion, Incorporated","1001 BEDFORD RD","North Kansas City",Clay,"AP:  Operating Permit Issued","AOP: Part 70 Operating Permit Renewal","12/10/18 0:00",OP2018-099,2205,"12/10/23 0:00",#https://dnr.mo.gov/env/apcp/permits/docs/ingredion-nkct2018op.pdf#,AP0000470002,39.128781,-94.570247,1,range_interpolation,1001,"Bedford Rd",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6149,6,290470221006149,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201211072,"11/26/12 0:00",Heating,"Peterson Mfg Co","4200 E 135TH ST",Grandview,Jackson,"AP:  Amendment Approved","AOP: Intermediate Operating Permit Amendment","5/10/13 0:00",OP2010-044A,165,"5/18/15 0:00",#http://www.dnr.mo.gov/env/apcp/permits/docs/peterson-gview2010cp.pdf#,AP0000950075,38.880983,-94.542751,1,rooftop,4200,"E 135th St",,,Grandview,MO,"Jackson County",64030,US,Jackson,2021,29,29095,Grandview,2928324,013401,2006,2,290950134012006,29095013401,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201212001,"12/3/12 0:00","Metal Plating","De Tray Plating Works Inc","10406 E 11TH ST S",Independence,Jackson,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","11/25/13 0:00",112013-008,357,,#http://www.dnr.mo.gov/env/apcp/permits/docs/detray-indep2013cp.pdf#,AP0000950214,39.096449,-94.45444,1,rooftop,10406,"E 11th St S",,,Independence,MO,"Jackson County",64052,US,Jackson,2021,29,29095,Independence,2935000,011002,1017,1,290950110021017,29095011002,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201212025,"12/3/12 0:00","Chemical Modification","Lake City Army Ammunition Plant","MO Hwy 78",Independence,Jackson,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","1/31/13 0:00",012013-009,59,,#http://www.dnr.mo.gov/env/apcp/permits/docs/allianttech-lakecity2013cp1.pdf#,AP0000950046,39.107798,-94.409828,0.5,place,,,,,Independence,MO,"Jackson County",64050,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,Independence,2935000,011300,1011,1,290950113001011,29095011300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201212007,"12/6/12 0:00",Boxes,"Western Container Co","4323 CLARY BLVD","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","12/12/13 0:00",OP,371,"4/17/18 0:00",,AP0000952019,39.047467,-94.519186,1,rooftop,4323,"Clary Blvd",,,"Kansas City",MO,"Jackson County",64130,US,Jackson,2021,29,29095,"Kansas City",2938000,017100,4013,4,290950171004013,29095017100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201212020,"12/12/12 0:00","Spray Guns","Holland 1916","1340 Burlington","North Kansas City",Clay,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","5/13/13 0:00",052013-005,152,,#http://www.dnr.mo.gov/env/apcp/permits/docs/holland1916-nkc2013cp.pdf#,AP0000470178,39.13312,-94.580782,1,range_interpolation,1340,"Burlington St",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6101,6,290470221006101,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201212031,"12/17/12 0:00","Dust collector","Materials Packaging Corp","23018 S 291 Hwy",Harrisonville,Cass,"AP:  No Permit Required","AP: Applicability Determination Request","1/4/13 0:00",,18,,,AP0000375001,38.588349,-94.332759,0.9,range_interpolation,23018,"E 291st St",,,Harrisonville,MO,"Cass County",64701,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060800,3056,3,290370608003056,29037060800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201212034,"12/18/12 0:00","Pre-approved change","Ford Motor Company - Kansas City Plant","8121 E US Hwy 69","Kansas City",Clay,"AP:  Amendment Approved","AP: Corrections & Amendments","1/24/13 0:00",042008-001,37,,,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,"E 69th St",,,"Kansas City",MO,"Jackson County",64133,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,017500,1029,1,290950175001029,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201301009,"12/24/12 0:00","Replace Screens","Martin Marietta Aggregates","15719 South Airport Road",Greenwood,Cass,"AP:  No Permit Required","AP: IR Applicability Determination Request","2/19/13 0:00",,57,,,AP0000370001,38.835744,-94.33445,0.7,street_center,,"Airport Rd",,,Greenwood,MO,"Cass County",64034,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060402,1005,1,290370604021005,29037060402,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201301006,"1/2/13 0:00","Rock Crushing","APAC - Limpus Quarries Inc","38800 E 285th St","Garden City",Cass,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate Approved Site","1/9/13 0:00",102000-030E,7,"1/1/15 0:00",,AP0000370022,38.595001,-94.154881,1,range_interpolation,38800,"E 285th St",,,"Garden City",MO,"Cass County",64747,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060700,2044,2,290370607002044,29037060700,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201301018,"1/7/13 0:00",Hospital,"St Joseph Health Center","1000 CARONDELET DR","Kansas City",Jackson,"AP:  Closed out, per policy","AOP: Basic Operating Permit Amendment","7/24/13 0:00",OP,198,"7/23/18 0:00",,AP0000952083,38.935669,-94.603767,1,rooftop,1000,"Carondelet Dr",,,"Kansas City",MO,"Jackson County",64114,US,Jackson,2021,29,29095,"Kansas City",2938000,010105,3000,3,290950101053000,29095010105,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201301035,"1/15/13 0:00","Make RAP Plant Portable","Bowen Construction Co","Langsford Rd","Lee's Summit",Jackson,"AP:  No Permit Required","AP: Applicability Determination Request","3/8/13 0:00",,52,,,AP0000950192,38.916381,-94.328161,0.9,street_center,,"SE Langsford Rd",,,"Lee's Summit",MO,"Jackson County",64063,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Lee's Summit",2941348,013904,1004,1,290950139041004,29095013904,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201301052,"1/24/13 0:00","Remove control device","Miles Inc (Bayer Corp)","8400 HAWTHORNE RD","Kansas City",Jackson,"AP:  Permit Required","AP: Applicability Determination Request","5/31/13 0:00",,127,,,AP0000950011,39.12172,-94.478888,1,rooftop,8400,"Hawthorne Rd",,,"Kansas City",MO,"Jackson County",64120,US,Jackson,2021,29,29095,"Kansas City",2938000,015500,2003,2,290950155002003,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201301071,"1/24/13 0:00","Confidentiality for 2013-01-052","Miles Inc (Bayer Corp)","8400 HAWTHORNE RD","Kansas City",Jackson,"AP:  Request Approved","AP: Confidentiality Request","5/30/13 0:00",,126,,,AP0000950011,39.12172,-94.478888,1,rooftop,8400,"Hawthorne Rd",,,"Kansas City",MO,"Jackson County",64120,US,Jackson,2021,29,29095,"Kansas City",2938000,015500,2003,2,290950155002003,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201301063,"1/28/13 0:00","Boiler and Cooling Towers","Truman Medical Center East","7900 Lees Summit Rd","Kansas City",Jackson,"AP:  No Permit Required","AP: Sec 5 & 6: Deminimis and Minor","5/1/13 0:00",,93,,,AP0000952154,38.972784,-94.394966,1,rooftop,7900,"Lee's Summit Rd",,,"Kansas City",MO,"Jackson County",64139,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,014300,2013,2,290950143002013,29095014300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201301064,"1/28/13 0:00",Incinerators,"D W Newcomers Inc","6912C Blue Ridge Dr","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","8/16/13 0:00",OP,200,"1/27/18 0:00",,AP0000952471,38.998537,-94.48758,0.8,rooftop,6912,"Blue Ridge Blvd",,,Raytown,MO,"Jackson County",64133,US,Jackson,2021,29,29095,"Kansas City",2938000,017500,1030,1,290950175001030,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
