program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id
AP201407044,7/22/14 0:00,Rock Crushing,ESI Contracting Corp,7300 e 63rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,9/12/14 0:00,NA,52,NA,NA,AP0000952437
AP201407069,7/28/14 0:00,Vent Gas incinerator,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/11/15 0:00,062015-006,318,NA,#http://dnr.mo.gov/env/apcp/permits/docs/bayer-kc2015cp.pdf#,AP0000950011
AP201408027,8/13/14 0:00,Paint Booth,Hufft Projects LLC,3612 karnes blvd,Kansas City,Jackson,AP:  No Permit Required,AP: Local CP,10/31/14 0:00,NA,79,NA,NA,AP0000952061
AP201408035,8/18/14 0:00,Casino and hotel,Ameristar Casino Inc.,3200 n station dr,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,2/6/15 0:00,OP,172,2/2/20 0:00,NA,AP0000472228
AP201408041,8/19/14 0:00,Tailoring Rule Clarification,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,"AP:  Closed Out, Inactive",AP: Applicability Determination Request,4/24/15 0:00,NA,248,NA,NA,AP0000950011
AP201408039,8/20/14 0:00,Cremation Unit,"Mason Crematory, LLC",8520 prospect ave,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/22/14 0:00,1393,2,NA,NA,AP0000950338
AP201410006,9/29/14 0:00,Add NSR,ESI Contracting Corp,7300 e 63rd,Kansas City,Jackson,AP:  Amendment Approved,AOP: Basic Operating Permit Amendment,7/2/15 0:00,OP,276,2/22/19 0:00,NA,AP0000952437
AP201410026,9/29/14 0:00,Name Change,Martin Marietta Materials - Stamper,14457 interurban rd,Kansas City,Platte,AP:  Amendment Approved,AOP: Basic Operating Permit Amendment,1/5/15 0:00,OP,98,NA,NA,AP0001652403
AP201410068,10/30/14 0:00,Crematory,"Mason Crematory, LLC",8520 prospect ave,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,2/6/15 0:00,OP,99,10/29/19 0:00,NA,AP0000950338
AP201411040,11/13/14 0:00,Food Ingredients,Gavilon Ingredients - Kansas City,15280 hangar road,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Local CP,1/12/15 0:00,1400,60,NA,NA,AP0000952478
AP201411048,11/17/14 0:00,Burn-off oven,Derbigum America,4821 chelsea avenue,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,12/24/14 0:00,1399,37,NA,NA,AP0000950177
AP201412039,12/22/14 0:00,Remediation/SVE  This project was in Kansas City Health Department jurisdiction. Sent to Catherine Reid 2/23/2015,Chemcentral/Kansas City,910 n prospect ave,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Sec 5 & 6: Deminimis and Minor,2/23/15 0:00,NA,63,NA,NA,AP0000952196
AP201412053,12/26/14 0:00,Update boiler information,Veolia Energy - Kansas City,115 grand ave,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Part 70 Operating Permit Minor Modification,9/13/17 0:00,OP,992,3/3/18 0:00,NA,APC000950021
AP201501010,1/6/15 0:00,Emissions Calculations,Department of Energy,botts rd & hwy 150,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Amendment,6/18/15 0:00,OP,163,5/20/19 0:00,NA,AP0000952442
AP201501044,1/23/15 0:00,Add receiving pit,Bartlett Grain Company,5801 ne birmingham rd,Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Local CP,5/5/15 0:00,1402,102,NA,NA,AP0000470025
AP201502055,2/24/15 0:00,Incinerator,Mount Moriah,10507 holmes rd,Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit Renewal,8/2/16 0:00,OP,525,1/2/20 0:00,NA,AP0000952075
AP201502059,2/26/15 0:00,Quarry,Damon Pursell Construction Company,9001 hickman mills dr,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,4/21/16 0:00,OP,420,9/5/20 0:00,NA,AP0000950006
AP201502067,2/27/15 0:00,Food,Smithfield Farmland,13825 wyandotte street,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,4/15/16 0:00,OP,413,3/6/21 0:00,NA,AP0000952002
AP201505062,5/21/15 0:00,Computer Center,AT&T,2121 e 63rd st,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,2/18/16 0:00,OP,273,5/15/20 0:00,NA,AP0000952187
AP201503009,3/3/15 0:00,Paint Booths,Manheim Kansas City,3901 n great midwest dr,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,4/22/16 0:00,OP,416,2/19/20 0:00,NA,AP0000472209
AP201503049,3/12/15 0:00,Truck Pit and Baghouse,Bartlett Grain Company,5801 ne birmingham rd,Kansas City,Clay,"AP:  Closed Out, Inactive",AP: Local CP,3/12/15 0:00,1402,0,NA,NA,AP0000470025
AP201503048,3/13/15 0:00,Change Bin Flow,Hansen Mueller KC Terminal Elevator,1031 n topping ave,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/8/15 0:00,1407,87,NA,NA,AP0000950026
AP201503058,3/16/15 0:00,Increase Production,Kansas City Ready Mix dba Talon,3101 e 85th street,Kansas City,Jackson,"AP:  Closed out, per policy",AP: IR Sec 5 & 6: Deminimis and Minor,3/23/15 0:00,NA,7,NA,NA,AP0000952010
AP201503067,3/17/15 0:00,Backup Generators,Liberty Mutual Data Center,7901 nw 112th,Kansas City,Platte,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,11/19/15 0:00,OP,247,7/17/20 0:00,NA,AP0001652416
AP201503069,3/18/15 0:00,Vinegar,Mizkan Americas Inc.,2400 nicholson,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,9/28/15 0:00,OP,194,8/27/20 0:00,NA,APB000952161
AP201503075,3/18/15 0:00,Painting,Dent Wizard - Kansas City,10741 nw ambassador dr,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,4/7/15 0:00,1403,20,NA,NA,AP0001652451
AP201504012,4/6/15 0:00,Wastewater Process,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/21/15 0:00,082015-014,137,NA,#http://dnr.mo.gov/env/apcp/permits/docs/bayer-kc2015cp2.pdf#,AP0000950011
AP201505019,5/5/15 0:00,Printed Products,"Henry Wurst, Inc",1331 saline st,Kansas City,Clay,AP:  Operating Permit Terminated,AOP: Intermediate Operating Permit Renewal,7/30/19 0:00,OP,1547,5/2/20 0:00,NA,AP0000470032
AP201505046,5/15/15 0:00,Landfill - Part 70 to Basic,Allied Waste Ind Sanitary Landfill,8300 indiana ave,Kansas City,Jackson,AP:  Closed Out Inappropriate Request,AOP: Basic Operating Permit,10/6/17 0:00,OP,875,11/16/20 0:00,NA,AP0000952101
AP201505049,5/20/15 0:00,Concrete,Kansas City Ready Mix dba Talon,3101 e 85th street,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,6/8/15 0:00,1408,19,NA,NA,AP0000952010
AP201505076,5/26/15 0:00,Boiler Updates,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Sign. Modification,1/21/16 0:00,OP2013-024A,240,4/17/18 0:00,NA,AP0000950022
AP201506080,6/3/15 0:00,Change of responsible official,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,9/18/15 0:00,OP2014-035A,107,NA,NA,AP0000470019
AP201506023,6/4/15 0:00,Dry Cleaning,Arrow Fabricare,3838 troost,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,1/22/16 0:00,OP,232,6/7/20 0:00,NA,AP0000952100
AP201506025,6/4/15 0:00,Data Center Generators,Layered Tech - A Datapipe Company,10828 n airworld dr,Kansas City,Platte,AP:  No Permit Required,AOP: Basic Operating Permit,7/20/15 0:00,OP,46,NA,NA,AP0201506025
AP201506033,6/10/15 0:00,Equipment Refurbishing,Haarslev Industries,9700 nw conant ave,Kansas City,Platte,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,2/16/16 0:00,022016-008,251,NA,#http://dnr.mo.gov/env/apcp/permits/docs/haarslev-kc2016cp.pdf#,AP0001650042
AP201510037,10/16/15 0:00,Motorcycles,Harley Davidson Motor Co,11401 n congress,Kansas City,Platte,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,12/21/18 0:00,OP2018-114,1162,12/21/23 0:00,#https://dnr.mo.gov/env/apcp/permits/docs/harley-davkc2019op.pdf#,AP0001652415
AP201506044,6/12/15 0:00,Grain,Bartlett Grain Company,5801 ne birmingham rd,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,10/28/15 0:00,OP,138,6/11/20 0:00,NA,AP0000470025
AP201507001,7/2/15 0:00,Production Changes,"HCV  Chlor, LLC",8400 hawthorne rd,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,10/15/15 0:00,NA,105,NA,NA,AP0000950334
AP201507034,7/21/15 0:00,Greeting Cards,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  No Permit Required,AOP: Part 70 Operating Permit Renewal,10/3/16 0:00,OP,440,7/26/20 0:00,NA,AP0000950114
AP201508013,8/12/15 0:00,Terminate OP,Allied Waste Ind Sanitary Landfill,8300 indiana ave,Kansas City,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,10/12/17 0:00,OP,792,NA,NA,AP0000952101
AP201508038,8/27/15 0:00,Power Plant,K. C. Power & Light Co,950 n olive st,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,1/31/17 0:00,OP2016-045,523,1/31/22 0:00,#http://dnr.mo.gov/env/apcp/permits/docs/kcpl--ne2017op.pdf#,APA000950023
AP201508043,8/27/15 0:00,Paint Booth,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,9/16/15 0:00,NA,20,NA,NA,AP0000950022
AP201509001,8/31/15 0:00,Concrete Crushing,Hoezel Crushing,4151 e 75th terrace,Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit,4/28/17 0:00,OP,606,8/30/20 0:00,NA,AP0000952467
AP201509011,9/3/15 0:00,Hospital,Truman Medical Center East,7900 lees summit rd,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,6/10/16 0:00,OP,281,9/19/20 0:00,NA,AP0000952154
AP201509036,9/18/15 0:00,Concrete Crushing,Dusselier Concrete @ Quicksilver,8414nw104 st.,Kansas City,Platte,AP:  No Permit Required,AP: Temporary or Pilot Plant Permit,10/16/15 0:00,NA,28,NA,NA,AP0201509036
AP201509048,9/21/15 0:00,Boilers,United States Postal Service,1700 cleveland ave,Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit Renewal,12/6/16 0:00,OP,442,NA,NA,AP0000952207
AP201509058,9/24/15 0:00,Foam and plastics,Cook Brothers Insulation Inc,200 walnut st,Kansas City,Jackson,AP:  No Permit Required,AOP: Intermediate Operating Permit Renewal,2/28/17 0:00,OP,523,NA,NA,AP0000952058
AP201509060,9/25/15 0:00,Paper and Cardboard,International Paper Company,4343 clary blvd,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit Renewal,10/1/18 0:00,OP2018-082,1102,10/1/23 0:00,#https://dnr.mo.gov/env/apcp/permits/docs/internationalpaper-kcity2018op.pdf#,AP0000952177
AP201510014,10/6/15 0:00,Medical Research,Stower's Institute,4949 rockhill rd,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,6/7/16 0:00,OP,245,3/26/21 0:00,NA,AP0000952089
AP201511031,11/10/15 0:00,Human Remains Incinerator,"Funeral Director�s Service, Inc.",1409 illinois,Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit,8/2/16 0:00,OP,266,11/9/20 0:00,NA,AP0000952477
AP201511053,11/20/15 0:00,Boiler Changes,Veolia Energy - Kansas City,115 grand ave,Kansas City,Jackson,"AP:  Closed Out, Inactive",AP: Applicability Determination Request,4/27/16 0:00,NA,159,NA,NA,APC000950021
AP201511059,11/24/15 0:00,Update for process changes,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,3/8/16 0:00,1426,105,NA,NA,AP0000950114
AP201604022,4/11/16 0:00,Hospital,Veterans Administration Medical Center,4801 e linwood blvd,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,2/28/17 0:00,OP,323,6/13/21 0:00,NA,AP0000952056
AP201512014,12/9/15 0:00,Replace boiler burners,North Kansas City Memorial Hospital,2800 hospital dr.,Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,1/14/16 0:00,NA,36,NA,NA,AP0000470020
AP201601017,1/11/16 0:00,Asphalt,J.M. Fahey Construction,8600 tracy,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,1/24/17 0:00,OP,379,7/11/21 0:00,NA,AP0000950003
AP201603096,1/26/16 0:00,Name Change,"Mizkan America, Inc.",2400 nicholson,Kansas City,Jackson,AP:  Amendment Approved,AOP: Basic Operating Permit Off-Permit Changes,3/16/17 0:00,OP,415,NA,NA,AP0000952161
AP201602019,2/8/16 0:00,Roofing Materials,Derbigum America,4821 chelsea avenue,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,12/30/16 0:00,OP,326,6/2/21 0:00,NA,AP0000950177
AP201602053,2/26/16 0:00,NA,Solvent Recovery Corp,716 mulberry st,Kansas City,Jackson,AP:  Amendment Approved,AOP: Basic Operating Permit Amendment,3/4/16 0:00,OP,7,11/2/18 0:00,NA,AP0000952162
AP201603020,3/8/16 0:00,Rock Crushing,"Quality Aggregates, LLC",13000 e 350 hwy,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,11/15/16 0:00,OP,252,6/13/21 0:00,NA,AP0000952233
AP201604007,4/5/16 0:00,Paint Booth,The Babcock & Wilcox Co,13600 wyandotte st,Kansas City,Jackson,AP:  Permit Issued,AP: Permit-by-Rule,9/21/16 0:00,NA,169,NA,#http://dnr.mo.gov/env/apcp/permits/docs/babwilcox-kc2016cp.pdf#,AP0000950391
AP201604034,4/18/16 0:00,Emergency Generators,Iron Mountain - Kansas City,6301 winchester ave,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,1/24/17 0:00,OP,281,NA,NA,AP0000952479
AP201604045,4/21/16 0:00,Solid Waste Transfer Station,Waste Corporation of America - Manchester,7801 e truman rd,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,5/4/16 0:00,NA,13,NA,NA,AP0201604045
AP201605004,5/3/16 0:00,Update Conditions,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,10/25/16 0:00,1140B,175,NA,NA,AP0000952001
AP201609028,9/21/16 0:00,NA,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,11/28/16 0:00,NA,68,NA,NA,AP0000950011
AP201609046,9/21/16 0:00,Confidentiality for 2016-09-028,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Request Approved,AP: Confidentiality Request,11/28/16 0:00,NA,68,NA,NA,AP0000950011
AP201609035,9/22/16 0:00,Terminate 2012-11-058,Purina Mills,725 n olive st,Kansas City,Jackson,AP:  Operating Permit Terminated,AOP: Basic Operating Permit Amendment,6/22/17 0:00,OP,273,NA,NA,AP0000950036
AP201605083,5/3/16 0:00,Update Conditions,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,10/25/16 0:00,092012-007A,175,NA,NA,AP0000952001
AP201605051,5/16/16 0:00,Terminate OP,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  No Permit Required,AOP: Part 70 Operating Permit Admin. Amendment,10/3/16 0:00,OP,140,NA,NA,AP0000950114
AP201605067,5/23/16 0:00,Carbon Injection,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Minor Modification,5/30/17 0:00,OP,372,NA,#http://dnr.mo.gov/env/apcp/permits/docs/kcpl-hawthorn2017opa.pdf#,AP0000950022
AP201606043,6/20/16 0:00,Boiler and Steam Piping,St Joseph Health Center,1000 carondelet dr,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,6/21/16 0:00,NA,1,NA,NA,AP0000952083
AP201606057,6/27/16 0:00,Finishing Line,"Profile Cabinets, Inc.",7400 east 12th street,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/24/16 0:00,1445A,58,NA,NA,AP0000952065
AP201607015,7/6/16 0:00,Move Production,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,10/7/16 0:00,102016-001,93,NA,#http://dnr.mo.gov/env/apcp/permits/docs/bayer-kc2016cp.pdf#,AP0000950011
AP201607016,7/6/16 0:00,Confidentiality for 2016-07-015,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Permit Issued,AP: Confidentiality Request,10/7/16 0:00,NA,93,NA,NA,AP0000950011
AP201607020,7/12/16 0:00,Asphalt,Superior Asphalt Company Inc,8651 ne 38th street,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,2/3/17 0:00,OP,206,12/15/21 0:00,NA,AP0000472219
AP201608043,8/22/16 0:00,Boiler Changes,Veolia Energy - Kansas City,115 grand ave,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,12/21/16 0:00,122016-009,121,NA,#http://dnr.mo.gov/env/apcp/permits/docs/veolia-kc2016cp.pdf#,APC000950021
AP201608048,8/29/16 0:00,Paint Booth,Department of Energy,botts rd & hwy 150,Kansas City,Jackson,AP:  Permit Required,AP: Applicability Determination Request,9/13/16 0:00,NA,15,NA,NA,AP0000952442
AP201609010,9/2/16 0:00,Aircraft Parts,PAS Technologies Inc.,1234 atlantic st,Kansas City,Clay,AP:  Operating Permit Terminated,AOP: Basic Operating Permit Amendment,8/4/17 0:00,OP,336,4/15/18 0:00,NA,AP0000470099
AP201609014,9/8/16 0:00,Lead Casting for Battery Production,Exide Technlolgies,7601 nw 107th terr.,Kansas City,Platte,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,11/2/16 0:00,112016-002,55,NA,#http://dnr.mo.gov/env/apcp/permits/docs/exide-kc2016cp.pdf#,APA001650043
AP201609021,9/8/16 0:00,Boiler and Reactor changes and name change,"Mizkan America, Inc.",2400 nicholson,Kansas City,Jackson,AP:  Request Approved,AOP: Basic Operating Permit Off-Permit Changes,3/16/17 0:00,OP,189,NA,NA,AP0000952161
AP201610037,10/25/16 0:00,Confidentiality for 2016-10-036,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Confidentiality Request,2/6/17 0:00,NA,104,NA,NA,AP0000950011
AP201610034,10/17/16 0:00,Retroactively Permit Control Devices for the Facility,PAS Technologies Inc.,1234 atlantic st,Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,7/17/17 0:00,072017-017,273,NA,#http://dnr.mo.gov/env/apcp/permits/docs/pastech-kc2017cp.pdf#,AP0000470099
AP201610036,10/18/16 0:00,New process,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,2/14/17 0:00,022017-004,119,NA,#http://dnr.mo.gov/env/apcp/permits/docs/bayer-kc2017cp.pdf#,AP0000950011
AP201712053,12/29/17 0:00,Facility closure,Commercial Lithographing Co,1226 chestnut,Kansas City,Jackson,AP:  Operating Permit Terminated,AOP: Basic Operating Permit Amendment,1/31/18 0:00,OP,33,NA,NA,AP0000950119
AP201801053,1/29/18 0:00,Paint Manufacturing,Davis Paint Co,1311 iron st,Kansas City,Clay,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit,2/26/19 0:00,OP2019-009,393,2/26/26 0:00,#https://dnr.mo.gov/env/apcp/permits/docs/davispaint-nkc2019op.pdf#,AP0000470040
AP201801054,1/31/18 0:00,Biodiesel Expansion,Paseo Cargill Inc.,2306 rochester,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/15/18 0:00,052018-003,104,NA,#https://dnr.mo.gov/env/apcp/permits/docs/paseocarg-kc-2018cp.pdf#,AP0000952436
AP201611060,11/30/16 0:00,Pallets,CHEP Kansas City Service Center,1501 southern rd-bldg d,Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit Amendment,9/8/17 0:00,OP,282,NA,NA,AP0201611060
AP201612033,12/19/16 0:00,Waste Treatment,Heritage Environmental Services Inc,8525 ne 38th street,Kansas City,Clay,AP:  No Permit Required,AOP: Basic Operating Permit Renewal,10/25/17 0:00,OP,310,1/13/22 0:00,NA,AP0000472222
AP201612060,12/23/16 0:00,Terminate OP,"Aventis Pharmaceuticals, Inc.",10236 marion park dr,Kansas City,Jackson,AP:  Operating Permit Terminated,AOP: Basic Operating Permit Amendment,1/27/17 0:00,OP,35,NA,NA,AP0000950063
AP201612059,12/27/16 0:00,Chemicals,Brenntag Mid-South Inc,6301 ne birmingham rd,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,4/23/18 0:00,OP,482,12/28/23 0:00,NA,AP0000470046
AP201612064,12/29/16 0:00,Emergency Generators,Iron Mountain - Kansas City,6301 winchester ave,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,1/3/17 0:00,1444,5,NA,NA,AP0000952479
AP201701039,1/20/17 0:00,Surface Coating,"Etched, LLC",4351 clary blvd,Kansas City,Jackson,AP:  Permit Issued,AP: Permit-by-Rule,3/3/17 0:00,032017-001,42,NA,#http://dnr.mo.gov/env/apcp/permits/docs/etchedllc-kc2017cp.pdf#,AP0000950392
AP201701065,1/26/17 0:00,Paint Booths,Department of Energy,botts rd & hwy 150,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/12/17 0:00,042017-004,76,NA,#http://dnr.mo.gov/env/apcp/permits/docs/doe-nnsa-mci2017cp.pdf#,AP0000952442
AP201702007,2/3/17 0:00,Surface Coating,Duke Aerial,1225 e 16th ave,Kansas City,Clay,AP:  Permit Issued,AP: Permit-by-Rule,3/22/17 0:00,032017-012,47,NA,#http://dnr.mo.gov/env/apcp/permits/docs/dukeariel-kc2017cp.pdf#,AP0000470201
AP201702026,2/15/17 0:00,Cardboard,Heartland Sheets,3950 kimball dr,Kansas City,Clay,AP:  No Permit Required,AOP: Basic Operating Permit Renewal,4/10/17 0:00,OP,54,NA,NA,AP0000470331
AP201702065,2/28/17 0:00,Flexographic Press,Gateway Packaging of Missouri,5910 winner road,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,2/28/17 0:00,NA,0,NA,NA,AP0000950065
AP201703002,3/1/17 0:00,Asphalt,Ideker Inc.,kci airport,Kansas City,Platte,AP:  Local Agency Review,AP: Local CP,3/8/17 0:00,1465,7,NA,NA,AP0001652461
AP201703003,3/1/17 0:00,Asphalt,Hot Mix Materials Inc,2701 east 85th street,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,3/6/17 0:00,1462,5,NA,NA,AP0000952440
AP201703025,3/7/17 0:00,Acid Rain,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Phase II Acid Rain Permit Renewal,10/24/17 0:00,OP,231,NA,NA,AP0000950022
AP201703026,3/7/17 0:00,CAIR,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: CAIR Application,3/22/18 0:00,OP,380,NA,NA,AP0000950022
AP201703033,3/8/17 0:00,Ownership Change,Dexter Fulfillment Services,2944 troost ave,Kansas City,Jackson,AP:  Amendment Approved,AOP: Basic Operating Permit Amendment,3/16/17 0:00,OP,8,NA,NA,AP0000952005
AP201704016,4/5/17 0:00,Terminate OP,Hot Mix Materials Inc,2701 east 85th street,Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit Amendment,10/16/17 0:00,OP,194,NA,NA,AP0000952440
AP201704019,4/7/17 0:00,Replace Generator,"Catalent CTS, LLC",10245 hickman mills dr,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,4/10/17 0:00,NA,3,NA,NA,AP0000952202
AP201704025,4/10/17 0:00,Newspaper,Kansas City Star,1601 mcgee,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,10/31/17 0:00,OP,204,10/20/22 0:00,NA,AP0000952435
AP201704060,4/25/17 0:00,Air handling units,CenterPoint,14510 botts rd,Kansas City,Jackson,AP:  Amendment Approved,AP: Sec 5 & 6: Deminimis and Minor,9/7/17 0:00,1228C,135,NA,NA,AP0000952450
AP201705042,5/17/17 0:00,Printing Press,"Henry Wurst, Inc",1331 saline st,Kansas City,Clay,"AP:  Closed out, per policy",AP: Sec 5 & 6: Deminimis and Minor,10/5/17 0:00,NA,141,NA,NA,AP0000470032
AP201705064,5/22/17 0:00,Printing/Publishing,Dexter Fulfillment Services,2944 troost ave,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,9/8/17 0:00,OP,109,12/5/22 0:00,NA,AP0000952005
AP201706029,6/12/17 0:00,Special Case De Minimis,Department of Energy,botts rd & hwy 150,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,3/2/18 0:00,032018-001,263,NA,#https://dnr.mo.gov/env/apcp/permits/docs/doe-nnsa-mci2018cpsec.pdf#,AP0000952442
AP201706063,6/20/17 0:00,Extractor Stretch,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,6/27/17 0:00,NA,7,NA,NA,AP0000952001
AP201706076,6/26/17 0:00,Terminate OP,Bowen Construction Plant #1,2501 manchester,Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit Amendment,9/8/17 0:00,OP,74,NA,NA,AP0000950176
AP201707033,6/27/17 0:00,Extractor Stretch,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,11/7/17 0:00,112017-002,133,NA,#https://dnr.mo.gov/env/apcp/permits/docs/cargillkscityroch2017cp.pdf#,AP0000952001
AP201707002,7/3/17 0:00,Terminate OP,FC Industries,13508 oak st,Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit Amendment,11/21/17 0:00,OP,141,NA,NA,AP0000952200
