program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id
AP201808056,8/27/18 0:00,Screening Plant,Capital Sand-Riverbend,4401 N Cobbler Rd,River Bend,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,9/7/18 0:00,072012-007,11,NA,NA,AP0000950393
AP201808066,8/30/18 0:00,Polyurethane Foam,Grupo Antolin - Missouri,1601 Southern Rd,Kansas City,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,11/8/18 0:00,NA,70,NA,NA,AP0000950389
AP201809012,9/13/18 0:00,NA,Gateway Packaging of Missouri,5910 Winner Road,Kansas City,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,10/22/18 0:00,082018-012A,39,NA,#https://dnr.mo.gov/env/apcp/permits/docs/gatwypkg-kc-2018cpa.pdf#,AP0000950065
AP201808070,9/18/18 0:00,"Modify salt unloading, production increase","Ingredion, Incorporated",1001 BEDFORD RD,North Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/29/19 0:00,042019-016,223,NA,#https://dnr.mo.gov/env/apcp/permits/docs/ingredion-nkct2019cp.pdf#,AP0000470002
AP201808023,8/8/18 0:00,Update for NSR,Audubon Materials Inc - Sugar Creek,2200 N COURTNEY ROAD,Sugar Creek,Jackson,"AP:  Closed out, per policy",AOP: Part 70 Operating Permit Minor Modification,11/1/18 0:00,OP,85,NA,NA,AP0000950030
AP201906011,6/7/19 0:00,Add Bin,Martin Marietta Aggregates,15719 South Airport Road,Greenwood,Cass,AP:  No Permit Required,AP: IR Sec 5 & 6: Deminimis and Minor,6/21/19 0:00,NA,14,NA,NA,AP0000370001
AP201906016,6/10/19 0:00,Recordkeeping,AT&T,2121 E 63RD ST,Kansas City,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,4/17/20 0:00,779-B,312,NA,NA,AP0000952187
AP201906017,6/10/19 0:00,Rock Crushing,Thomas Crushing @ Martin-Marietta-Greenwood,15719 South Airport Road,Greenwood,Cass,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate Approved Site,6/10/19 0:00,032017-007,0,6/2/20 0:00,NA,AP0201403047
AP201906018,6/10/19 0:00,Rock Crushing,Thomas Crushing,I 435 & I 70,Kansas City,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,7/3/19 0:00,012005-005L,23,NA,NA,AP0201903045
AP201906022,6/11/19 0:00,Temporary Crushing,J.A. Lillig Excavating Inc,1179 Mexico City Ave,Kansas City,Platte,AP:  Section 5 Permit Issued,AP: Temporary or Pilot Plant Permit,9/17/19 0:00,092019-006,98,NA,#https://dnr.mo.gov/env/apcp/permits/docs/jalilig-p07962019cp.pdf#,AP0201906022
AP201906025,6/13/19 0:00,Installation of 7.62mm loading equipment,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Section 5 Permit Issued,AP: Applicability Determination Request,10/28/19 0:00,NA,137,NA,NA,AP0000950046
AP201906029,6/13/19 0:00,SSM Conditions,Kansas City Power & Light Co (Hawthorn),8700 HAWTHORNE RD,Kansas City,Jackson,AP:  Amendment Approved,"AP: Section 7, 8 & 9 Major Source Review",5/1/20 0:00,883B,323,NA,NA,AP0000950022
AP201906040,6/18/19 0:00,Property Distance,Superior Asphalt Company,9001 Hickman Mills Dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,3/23/21 0:00,1111A,644,NA,NA,AP0000952052
AP201906046,6/20/19 0:00,Waste Transfer Station,"Mark II Transfer Station, LLC",6709 E 40 Hwy,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,8/20/19 0:00,NA,61,NA,NA,AP0201906046
AP201906048,6/24/19 0:00,Rock Crushing,Ideker Inc - Mosby North,US 69 & Cameron Rd,Mosby,Clay,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,7/3/19 0:00,1480A,9,NA,NA,AP0000470193
AP201906056,6/25/19 0:00,Allow colocation,Ideker Inc - Mosby North,US 69 & Cameron Rd,Mosby,Clay,AP:  Amendment Approved,AP: IR Corrections & Amendments,6/28/19 0:00,122015-016A,3,NA,#https://dnr.mo.gov/env/apcp/permits/docs/ideker-mosby2015cp3.pdf#,AP0000470193
AP201907008,7/3/19 0:00,Rock Crushing,Kissick Construction - Botts,Hwy 150 & Botts Rd,Kansas City,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,7/18/19 0:00,032015-006,15,NA,NA,AP0201907008
AP201809028,9/20/18 0:00,Auto Shredding,Advantage Metals Recycling,3005 Manchester,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,11/21/18 0:00,OP,62,3/10/24 0:00,NA,AP0000950115
AP201810003,10/1/18 0:00,Hospital,St Luke's Hospital of Kansas City,4400 Wornall Road,Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit Renewal,4/18/19 0:00,OP,199,2/3/24 0:00,NA,AP0000952057
AP201810004,10/1/18 0:00,Hospital,St. Luke's Northland Hospital,5830 NW Barry Road,Kansas City,Platte,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,11/21/18 0:00,OP,51,4/17/24 0:00,NA,AP0001652414
AP201810008,10/2/18 0:00,Update emission limits,"Cargill, Inc.",2306 ROCHESTER ST,Kansas City,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,9/4/19 0:00,1140C,337,NA,#https://dnr.mo.gov/env/apcp/permits/docs/cargillkscity2019cp.pdf#,AP0000952001
AP201810022,10/5/18 0:00,Fertilizer,Midwest Terminal Warehouse,1724 MARKET ST,Kansas City,Jackson,AP:  No Permit Required,AOP: Intermediate Operating Permit Renewal,4/30/19 0:00,OP,207,NA,NA,AP0000952201
AP201810015,10/10/18 0:00,Tracking,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Correction Approved,AP: Corrections & Amendments,11/15/18 0:00,032018-007A,36,NA,#https://dnr.mo.gov/env/apcp/permits/docs/allianttech-lakecity2018cp1a.pdf#,AP0000950046
AP201811009,11/6/18 0:00,Gauge Requirement,Clarcor Inc,417 SE Thompson Dr.,Lee's Summit,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,1/23/19 0:00,112017-010A,78,NA,#https://dnr.mo.gov/env/apcp/permits/docs/clarcor-leesummit2017cpb.pdf#,APB000950298
AP201811007,11/9/18 0:00,Clay Transloading,Quality Carriers Inc,6800 St. John Avenue,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,3/27/19 0:00,NA,138,NA,NA,AP0000952027
AP201811014,11/9/18 0:00,Pasta,American Italian Pasta Company,1000 ITALIAN WAY,Excelsior Springs,Clay,AP:  No Permit Required,AOP: Basic Operating Permit Renewal,4/18/19 0:00,OP,160,5/4/24 0:00,NA,AP0000470132
AP201811023,11/26/18 0:00,2 Animal Crematories,FC Industries,13508 Oak St,Kansas City,Jackson,AP:  Permit Issued,AP: Permit-by-Rule,12/10/18 0:00,122018-005,14,NA,#https://dnr.mo.gov/env/apcp/permits/docs/fcindustries-kc2018cp.pdf#,AP0000952200
AP201812015,12/10/18 0:00,Filter inspections,PAS Technologies Inc.,1234 Atlantic St,Kansas City,Clay,AP:  Amendment Approved,AP: Corrections & Amendments,1/8/19 0:00,072017-017B,29,NA,#https://dnr.mo.gov/env/apcp/permits/docs/pastech-kc2017cpa.pdf#,AP0000470099
AP201812027,12/18/18 0:00,Chemical Distribution,"Brenntag Mid-South, Inc",5200 Stilwell Street,North Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit Renewal,4/22/19 0:00,OP,125,NA,NA,AP0000950068
AP201812028,12/18/18 0:00,Terminate Incinerator Part 70 OP,Rock Creek Treatment Plant,9600 NORLEDGE ST,Independence,Jackson,AP:  Operating Permit Terminated,AOP: Part 70 Operating Permit Admin. Amendment,2/28/19 0:00,OP,72,NA,NA,AP0000950150
AP201812023,12/19/18 0:00,Replace Mixer and Mills,Polymeric Imaging Inc,117 E 14th Ave,North Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,1/3/19 0:00,NA,15,NA,NA,AP0000470183
AP201812032,12/26/18 0:00,Ammunition,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,11/1/21 0:00,OP2021-015,1041,11/1/26 0:00,NA,AP0000950046
AP201901005,1/7/19 0:00,Equipment Listing,Sun Chemical,6989 NE Corporate Dr,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,3/23/21 0:00,032021-009,806,NA,NA,AP0000952431
AP201901006,1/7/19 0:00,Crematory,Stonegate Crematorium,1505 Brookhart Drive,Harrisonville,Cass,AP:  No Permit Required,AOP: Basic Operating Permit Renewal,1/16/19 0:00,OP,9,NA,NA,AP0000370062
AP201901015,1/10/19 0:00,Updated PTE,Excelsior Springs Seating Systems,301 S. McCleary Rd,Excelsior Springs,Clay,AP:  Amendment Approved,AP: Corrections & Amendments,7/25/19 0:00,102012-013C,196,NA,#https://dnr.mo.gov/env/apcp/permits/docs/excsprings-seating2019cp.pdf#,AP0000470191
AP201901040,1/18/19 0:00,Responsible Official,UtiliCorp-Greenwood Energy Center,14001 Smart Rd.,Greenwood,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,5/1/19 0:00,OP2014-013A,103,NA,NA,AP0000950139
AP201901041,1/18/19 0:00,Responsible Official,Kansas City Power & Light (Iatan),20240 Hwy 45 North,Weston,Platte,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,5/1/19 0:00,OP2014-034A,103,NA,NA,AP0001650007
AP201901042,1/18/19 0:00,Responsible Official,Aquila KCI Energy Center,9900 NW 112th St,Platte City,Platte,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,5/1/19 0:00,OP2015-047A,103,NA,NA,AP0001650009
AP201901046,1/18/19 0:00,Responsible Official,K. C. Power & Light Co,950 N OLIVE ST,Kansas City,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,5/1/19 0:00,OP2016-045A,103,NA,NA,APA000950023
AP201901047,1/18/19 0:00,Responsible Official,KCP&L - Ralph Green Plant,101 Front St,Pleasant Hill,Cass,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,5/1/19 0:00,OP2018-038A,103,NA,NA,APC000370003
AP201901049,1/18/19 0:00,Responsible Official,Aquila South Harper Peaking Fac.,24110 S. Harper Rd,Peculiar,Cass,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,5/1/19 0:00,OP2016-009A,103,NA,NA,APA000370063
AP201812036,1/22/19 0:00,Basic Operating Permit Application,"Custom Truck & Equipment, LLC",7701 E. Highway 24,Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit,4/18/19 0:00,OP,86,NA,NA,AP0000952476
AP201901030,1/24/19 0:00,Add a new waste stream to its industrial landfill,Kansas City Power & Light (Iatan),20240 Hwy 45 North,Weston,Platte,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/22/19 0:00,042019-012,88,NA,#https://dnr.mo.gov/env/apcp/permits/docs/kcpowerlight-iatan2019cp.pdf#,AP0001650007
AP201902023,2/11/19 0:00,Concrete,Emery Sapp & Sons I435 & US40,7900 US 40,Kansas City,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,3/6/19 0:00,0793-021T,23,3/31/21 0:00,NA,AP0201902023
AP201902020,2/13/19 0:00,Incinerator,Kansas City Police Department,2645 Locust St,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/10/19 0:00,062019-004,117,NA,#https://dnr.mo.gov/env/apcp/permits/docs/kcpolice2019cp.pdf#,AP0000950399
AP201902046,2/27/19 0:00,NA,Martin Marietta Aggregates,15719 South Airport Road,Greenwood,Cass,AP:  No Permit Required,AP: IR Applicability Determination Request,3/5/19 0:00,NA,6,NA,NA,AP0000370001
AP201902049,2/28/19 0:00,Make PORT-0733 Stationary,Ideker Inc.,KCI Airport,Kansas City,Platte,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,5/15/19 0:00,052019-005,76,NA,#https://dnr.mo.gov/env/apcp/permits/docs/ideker-kcityairprt2019cp.pdf#,AP0001652461
AP201903053,2/28/19 0:00,SVE Wells,AECOM - Cintas Site,1735 Cherry St,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,1/6/20 0:00,NA,312,NA,NA,AP0201903053
AP201903006,3/5/19 0:00,New transloading material,Quality Carriers Inc,6800 St. John Avenue,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,3/26/19 0:00,NA,21,NA,NA,AP0000952027
AP201903023,3/14/19 0:00,Concrete,G2 Construction Services,Tel Aviv Ave,Kansas City,Platte,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,3/26/19 0:00,NA,12,NA,NA,AP0201903023
AP201903040,3/25/19 0:00,Asphalt,Ideker Inc - Cass County Rds Office,30508 SW Outer Rd,Harrisonville,Cass,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,4/10/19 0:00,1465C,16,5/8/20 0:00,NA,AP0201903040
AP201903045,3/25/19 0:00,Rock Crushing,Thomas Crushing,I 435 & I 70,Kansas City,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,4/11/19 0:00,032017-007B,17,4/30/20 0:00,NA,AP0201903045
AP201903064,3/29/19 0:00,Terminate OP,Martin Marietta Materials - Stamper,14457 Interurban Rd,Kansas City,Platte,AP:  No Permit Required,AOP: Basic Operating Permit Renewal,4/22/19 0:00,OP,24,NA,NA,AP0001652403
AP201904002,4/1/19 0:00,Power Plant,Kansas City Power & Light (Iatan),20240 Hwy 45 North,Weston,Platte,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,2/7/22 0:00,OP2022-006,1043,2/7/27 0:00,NA,AP0001650007
AP201904020,4/4/19 0:00,Responsible Official,"Liberty Distribution Center, Hallmark Ca",2101 N LIGHTBURNE ST,Liberty,Clay,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,4/16/19 0:00,OP2016-023A,12,NA,NA,AP0000470059
AP201904018,4/10/19 0:00,Demolition and Remediation,Renascent Inc - KCI Airport,Mexico City Avenue,Kansas City,Platte,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,4/30/19 0:00,042019-017,20,NA,#https://dnr.mo.gov/env/apcp/permits/docs/renasc-p07872019cp.pdf#,AP0001650045
AP201904048,4/22/19 0:00,Animal Cremation,Kansas City Campus for Animal Care,7077 Elmwood Ave,Kansas City,Jackson,AP:  Permit Issued,AP: Permit-by-Rule,5/7/19 0:00,052019-003,15,NA,#https://dnr.mo.gov/env/apcp/permits/docs/kcanimalcare2019cp.pdf#,AP0000950401
AP201905013,5/7/19 0:00,Update for as-built,Yanfeng USA Automotive Trim Systems,4110 NW Helena,Riverside,Platte,AP:  Amendment Approved,AP: Corrections & Amendments,2/13/20 0:00,112014-005A,282,NA,NA,AP0001650041
AP201905023,5/15/19 0:00,Mixer,"Tnemec Company, Inc",123 W 123rd Ave,North Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,6/28/19 0:00,NA,44,NA,NA,AP0000470075
AP201905028,5/17/19 0:00,Temporary conveyor,Martin Marietta Materials - Stamper,14457 Interurban Rd,Kansas City,Platte,AP:  No Permit Required,AP: IR Applicability Determination Request,6/28/19 0:00,NA,42,NA,NA,AP0001652403
AP201905032,5/28/19 0:00,Update equipment,Ideker - Mosby,12528 6th St,Mosby,Clay,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,8/7/19 0:00,082019-001,71,NA,#https://dnr.mo.gov/env/apcp/permits/docs/ideker-mosby2019cp.pdf#,AP0000470182
AP201906002,6/3/19 0:00,Add equipment,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Permit Required,AP: Applicability Determination Request,6/12/19 0:00,NA,9,NA,NA,AP0000950046
AP201907040,7/29/19 0:00,Updating recordkeeping,Unilever Bestfoods North America,13000 E 35TH ST S,Independence,Jackson,AP:  Amendment Approved,AP: IR Corrections & Amendments,9/23/19 0:00,122015-009A,56,NA,NA,AP0000950178
AP201908014,8/13/19 0:00,Asphalt,Capital Materials - Beyer,4600 E Hwy Y,Cleveland,Cass,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,9/5/19 0:00,042005-020,23,NA,NA,AP0201908014
AP201908033,8/14/19 0:00,Extension,Capital Sand-Riverbend,4401 N Cobbler Rd,River Bend,Jackson,AP:  Amendment Approved,AP: IR Corrections & Amendments,8/30/19 0:00,072012-007,16,NA,NA,AP0000950393
AP201908034,8/14/19 0:00,Rock Crushing,Kissick Construction - Denver,5734 Denver Ave,Kansas City,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,8/20/19 0:00,032015-006C,6,NA,NA,AP0201908034
AP201908041,8/19/19 0:00,Expansion,"Courtney Ridge Landfill, LLC",2001 N. MO 291 Highway,Sugar Creek,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/28/20 0:00,042020-010,253,NA,NA,AP0000950267
AP201908079,8/29/19 0:00,Add crusher,Renascent Inc - KCI Airport,Mexico City Avenue,Kansas City,Platte,AP:  No Permit Required,AP: IR Applicability Determination Request,9/5/19 0:00,NA,7,NA,NA,AP0001650045
AP201910045,8/29/19 0:00,Notification file for PAL Permit No. 072011-009,Ford Motor Company - Kansas City Plant,8121 E US Hwy 69,Kansas City,Clay,AP:  Amendment Approved,AP: Corrections & Amendments,10/25/19 0:00,NA,57,NA,NA,AP0000470019
AP201908085,8/30/19 0:00,New Presses,Allied Lithographing Co. Inc,2100 E 10th,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,10/29/19 0:00,102019-013,60,NA,#https://dnr.mo.gov/env/apcp/permits/docs/alliedlith-kc-2019cp.pdf#,AP0000950016
AP201909004,9/4/19 0:00,Conveyor,Martin Marietta Materials - Randolph,410 Randolph,Randolph,Clay,AP:  No Permit Required,AP: IR Applicability Determination Request,9/17/19 0:00,NA,13,NA,NA,AP0000470098
AP201909010,9/5/19 0:00,Bakery,QuickTrip Kitch & Dist. Ctr,822 Quicktrip Way,Belton,Cass,AP:  Permit Required,AP: Applicability Determination Request,10/11/19 0:00,NA,36,NA,NA,AP0000370072
AP201909012,9/6/19 0:00,Rock Crushing,Thomas Crushing - Quarry Park,2001 NW Quarry Park Rd,Lee's Summit,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,9/27/19 0:00,032017-007C,21,NA,NA,AP0201405046
AP201909031,9/17/19 0:00,Boilers,St Luke's Northland Hospital - Smithvill,601 S 169 HWY,Smithville,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,11/22/19 0:00,NA,66,NA,NA,AP0000470095
AP201909036,9/20/19 0:00,Rock Crushing,Ideker Inc - Mosby North,US 69 & Cameron Rd,Mosby,Clay,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate Approved Site,9/20/19 0:00,062011-006A,0,10/1/20 0:00,NA,AP0000470193
AP201909037,9/20/19 0:00,Replace crusher,Ideker Inc - Mosby North,US 69 & Cameron Rd,Mosby,Clay,AP:  Permit Required,AP: IR Applicability Determination Request,11/5/19 0:00,NA,46,NA,NA,AP0000470193
AP201909043,9/24/19 0:00,Cell Equipment,Verizon Wireless,5171 NE Chouteau Tfwy,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,11/8/19 0:00,NA,45,NA,NA,AP0201909043
AP201909046,9/26/19 0:00,Mobile Carbonator,Sequest,1221 W 103rd St,Kansas City,Jackson,"AP:  Closed Out, Inactive",AP: Applicability Determination Request,8/24/20 0:00,NA,333,NA,NA,AP0201909046
AP201909047,9/26/19 0:00,Sand and Gravel,Capital Sand Co - Missouri City,22225 210 Hwy,Missouri City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,10/15/19 0:00,NA,19,NA,NA,AP0201909047
AP201909048,9/27/19 0:00,Incinerator,Aspen Pet Cremations,1251 NW Pamela Blvd,Grain Valley,Jackson,AP:  Permit Issued,AP: Permit-by-Rule,10/3/19 0:00,102019-003,6,NA,#https://dnr.mo.gov/env/apcp/permits/docs/aspenpet-grandview2019cp.pdf#,AP0000950395
AP201910001,10/3/19 0:00,Thermal Convection System,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,1/10/20 0:00,012020-004,99,NA,NA,AP0000950046
AP201910016,10/7/19 0:00,Rock Crushing,Hamm Inc.- Barber Site,11400 S 7 Highway,Lee's Summit,Jackson,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,12/18/19 0:00,122019-007,72,NA,NA,AP0000950076
AP201910024,10/11/19 0:00,Generator,QuickTrip Kitch & Dist. Ctr,822 Quicktrip Way,Belton,Cass,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,10/28/19 0:00,NA,17,NA,NA,AP0000370072
AP201910042,10/25/19 0:00,New stationary plant,Houston Excavating & Demolition,2001 Blue Ridge Blvd,Independence,Jackson,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,11/25/19 0:00,112019-008,31,NA,NA,AP0000950403
AP201910046,10/29/19 0:00,Add Crusher Combine Ports  0787 0802 0803,Renascent Inc - KCI Airport,Mexico City Avenue,Kansas City,Platte,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,11/25/19 0:00,112019-009,27,NA,NA,AP0001650045
AP201911021,11/18/19 0:00,Power Plant,UtiliCorp-Greenwood Energy Center,14001 Smart Rd.,Greenwood,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,2/10/21 0:00,OP2021-004,450,NA,NA,AP0000950139
AP201911019,11/20/19 0:00,Inlet CEMS Removal,Kansas City Power & Light Co (Hawthorn),8700 HAWTHORNE RD,Kansas City,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,1/10/20 0:00,888A,51,NA,NA,AP0000950022
AP201912017,12/17/19 0:00,Add stacker,Ideker Inc - Mosby North,US 69 & Cameron Rd,Mosby,Clay,AP:  No Permit Required,AP: IR Applicability Determination Request,1/16/20 0:00,NA,30,NA,NA,AP0000470193
AP201912022,12/19/19 0:00,Terminate OP,Lee's Summit Sanitary Landfill,2101 SE HAMBLEN RD,Lee's Summit,Jackson,AP:  Operating Permit Terminated,AOP: Part 70 Operating Permit Admin. Amendment,3/9/20 0:00,OP,81,NA,NA,AP0000950272
AP201912028,12/20/19 0:00,Temporary Boilers,Miles Inc (Bayer Corp),8400 HAWTHORNE RD,Kansas City,Jackson,AP:  Temporary Permit Issued,AP: Temporary or Pilot Plant Permit,12/31/19 0:00,122019-011,11,NA,NA,AP0000950011
AP201912027,12/23/19 0:00,Rock Crushing,Thomas Crushing-Lee's Summit,US Hwy 50 & MO Hwy 7,Lee's Summit,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,12/27/19 0:00,032017-007D,4,NA,NA,AP0201912027
AP201912033,12/26/19 0:00,Animal Cremation,City of Liberty Animal Shelter,2801 Riverview Rd,Liberty,Clay,AP:  Permit Issued,AP: Permit-by-Rule,1/21/20 0:00,012020-011,26,NA,NA,AP0000470205
AP202001002,1/2/20 0:00,Recordkeeping,Kansas City Power & Light Co (Hawthorn),8700 HAWTHORNE RD,Kansas City,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,1/30/20 0:00,927A,28,NA,NA,AP0000950022
AP202001013,1/14/20 0:00,Human Cremation,"Mason Crematory, LLC",8520 Prospect Ave,Kansas City,Jackson,AP:  Permit Issued,AP: Permit-by-Rule,1/22/20 0:00,012020-015,8,NA,NA,AP0000950338
AP202001028,1/22/20 0:00,Emission Limits,"Cargill, Inc.",2306 ROCHESTER ST,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Part 70 Operating Permit Minor Modification,9/23/21 0:00,NA,610,NA,NA,AP0000952001
AP202001030,1/22/20 0:00,Update PTE,Smithfield Farmland,13825 Wyandotte Street,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/7/20 0:00,052020-001,106,NA,NA,AP0000952002
AP202001034,1/27/20 0:00,Replace equipment,Superior Asphalt Company,2250 NW Quarry Park Rd,Lee's Summit,Jackson,AP:  Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,4/24/20 0:00,042020-009,88,NA,NA,APB000950089
AP202001048,1/31/20 0:00,Emission point changes,Peterson Mfg Co,4200 E 135TH ST,Grandview,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,3/31/20 0:00,NA,60,NA,NA,AP0000950075
AP202002027,2/19/20 0:00,Asphalt,Ideker Inc.,KCI Airport,Kansas City,Platte,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,2/25/20 0:00,1465,6,3/13/21 0:00,NA,AP0001652461
AP202002028,2/20/20 0:00,Screening Unit,Hot Mix Materials Inc,2701 East 85th Street,Kansas City,Jackson,AP:  No Permit Required,AP: IR Applicability Determination Request,3/11/20 0:00,NA,20,NA,NA,AP0000952440
AP202002029,2/20/20 0:00,Air Curtain Destructor,C2G Resources - Liberty,18810 Old State Hwy 210,Liberty,Clay,"AP:  Closed out, per policy",AP: IR Sec 5 & 6: Deminimis and Minor,3/3/21 0:00,NA,377,NA,NA,AP0000470333
AP202002040,2/24/20 0:00,Termination of OP2018-097.,Sun Chemical,6989 NE Corporate Dr,Kansas City,Jackson,AP:  No Permit Required,AOP: Intermediate Operating Permit Amendment,4/8/21 0:00,OP,409,NA,NA,AP0000952431
AP202002045,2/25/20 0:00,Overhaul and upgrades,"Dogwood Power Management, LLC",25111 E 175th,Pleasant Hill,Cass,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/31/20 0:00,082020-015,188,NA,NA,AP0000370056
AP202002054,2/25/20 0:00,Confidentiality for 2020-02-045,"Dogwood Power Management, LLC",25111 E 175th,Pleasant Hill,Cass,AP:  Permit Issued,AP: Confidentiality Request,1/22/21 0:00,NA,332,NA,NA,AP0000370056
AP202003003,3/2/20 0:00,Terminate for closure,Aquila KCI Energy Center,9900 NW 112th St,Platte City,Platte,AP:  Operating Permit Terminated,AOP: Part 70 Operating Permit Admin. Amendment,3/9/20 0:00,OP,7,NA,NA,AP0001650009
AP202003005,3/4/20 0:00,HAP Limits,Veolia Energy - Kansas City,115 Grand Ave,Kansas City,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Sign. Modification,9/10/20 0:00,OP2018-006A,190,2/2/23 0:00,NA,APC000950021
AP202003015,3/10/20 0:00,Small IC engines,Department of Energy,Botts Rd & Hwy 150,Kansas City,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,8/7/20 0:00,032018-001A,150,NA,NA,AP0000952442
AP202003016,3/10/20 0:00,Like-kind replacement,"Courtney Ridge Landfill, LLC",2001 N. MO 291 Highway,Sugar Creek,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,3/17/20 0:00,NA,7,NA,NA,AP0000950267
