program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,,,permit_number,days_used,expiration,url,site_id,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code
EX199806008,06/01/98,Paint Coatings,"Advanced Coatings, Inc",3840 bennington,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,07/01/98,,,828,30,,,AP0000952199,39.054271,-94.507739,1,rooftop,3840,Bennington Ave,,,Kansas City,MO,Jackson County,64129,US,Jackson,2021,29,29095,Kansas City,2938000,16300,1092,1,2.91E+14,29095016300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199806013,06/01/98,New Lithographic Press,Commercial Lithographing Co,1226 chestnut,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,07/01/98,,,841,30,,,AP0000950119,39.097728,-94.549519,1,rooftop,1226,Chestnut Ave,,,Kansas City,MO,Jackson County,64127,US,Jackson,2021,29,29095,Kansas City,2938000,16000,1011,1,2.91E+14,29095016000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903159,06/29/98,Dry Cleaner,Speedy Cleaners,4845 independence ave,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,06/29/98,,,OP,0,6/28/03,,AP0000952195,39.105178,-94.523677,1,rooftop,4845,Independence Ave,,,Kansas City,MO,Jackson County,64124,US,Jackson,2021,29,29095,Kansas City,2938000,1900,1005,1,2.91E+14,29095001900,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199806086,06/19/98,Haz Materials,"Haz-Mat Response Disposal, Inc",6300 stadium dr,Kansas City,Jackson,AP:  Interprogram Coordination Completed,AP: Interprogram Coordination Task,06/24/98,,,,5,,,AP0199806086,39.058165,-94.510179,1,rooftop,6300,Stadium Dr,,,Kansas City,MO,Jackson County,64129,US,Jackson,2021,29,29095,Kansas City,2938000,16300,1078,1,2.91E+14,29095016300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199805541,05/19/98,Dry Cleaners-Basic,Kent Cleaning Co,408 e gregory blvd,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Local Issued OP,06/19/98,,,OP,31,6/18/03,,AP0000952096,38.999386,-94.584009,1,rooftop,408,E Gregory Blvd,,,Kansas City,MO,Jackson County,64131,US,Jackson,2021,29,29095,Kansas City,2938000,8600,1024,1,2.91E+14,29095008600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903172,06/15/98,Animal Incinerators,KC MO Animal Control Division,4400 raytown road,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,06/15/98,,,OP,0,6/14/03,,AP0000952067,39.044635,-94.493713,1,rooftop,4400,Raytown Rd,,,Kansas City,MO,Jackson County,64129,US,Jackson,2021,29,29095,Kansas City,2938000,10500,3007,3,2.91E+14,29095010500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903165,06/03/98,Dry Cleaners,Plaza Ford Ideal Dry Cleaners,1305 virginia,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,06/03/98,,,OP,0,6/2/03,,AP0000952099,39.097561,-94.566715,1,rooftop,1305,Virginia Ave,,,Kansas City,MO,Jackson County,64106,US,Jackson,2021,29,29095,Kansas City,2938000,15401,2039,2,2.91E+14,29095015401,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903166,06/03/98,Concrete,Penney's Concrete Inc,13625 oak street,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,06/03/98,,,OP,0,6/2/03,,AP0000952032,38.880573,-94.591105,1,rooftop,13625,Oak St,,,Kansas City,MO,Jackson County,64145,US,Jackson,2021,29,29095,Kansas City,2938000,13405,2033,2,2.91E+14,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903171,06/03/98,Dry Cleaning,Hyatt Regency Hotel,2345 mcgee st,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,06/03/98,,,OP,0,6/2/03,,AP0000952192,39.085385,-94.579801,1,rooftop,2345,McGee St,,,Kansas City,MO,Jackson County,64108,US,Jackson,2021,29,29095,Kansas City,2938000,15800,1058,1,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903184,06/03/98,Printing,Barton Nelson Inc,13700 wyandotte,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,06/03/98,,,OP,0,6/2/03,,AP0000952044,38.879386,-94.599326,1,rooftop,13700,Wyandotte St,,,Kansas City,MO,Jackson County,64145,US,Jackson,2021,29,29095,Kansas City,2938000,13405,2025,2,2.91E+14,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903187,05/13/98,Galvanizing,North American Galvanizing,7700 e 12th st,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Basic Operating Permit,05/13/98,,,OP,0,5/12/03,,AP0000952031,39.097446,-94.492523,1,rooftop,7700,E 12th St,,,Kansas City,MO,Jackson County,64126,US,Jackson,2021,29,29095,Kansas City,2938000,2000,1051,1,2.91E+14,29095002000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903189,05/12/98,Printing,Nazarene Publishing House,2940 troost avenue,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,05/12/98,,,OP,0,5/11/03,,APA000952005,39.073243,-94.571843,1,rooftop,2940,Troost Ave,,,Kansas City,MO,Jackson County,64109,US,City of Kansas City,2021,29,29095,Kansas City,2938000,4300,2014,2,2.91E+14,29095004300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199805117,05/06/98,HAZARDOUS WASTE,Department of Energy Kansas City Plant,2000 e bannister rd,Kansas City,Jackson,AP:  Interprogram Coordination Completed,AP: Interprogram Coordination Task,05/07/98,,,,1,,,AP0000950005,38.958178,-94.565192,1,rooftop,2000,E Bannister Rd,,,Kansas City,MO,Jackson County,64131,US,Jackson,2021,29,29095,Kansas City,2938000,9600,3024,3,2.91E+14,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903174,04/27/98,Garment Hangers,Midwest Hanger Co,4312 clary blvd,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,04/27/98,,,OP`,0,4/26/03,,AP0000950173,39.048593,-94.518844,1,rooftop,4312,Clary Blvd,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,17100,4005,4,2.91E+14,29095017100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200120020,03/28/97,Light Fixture Manufacturing,Devine Design,one design drive,Kansas City,Clay,"AP:  Closed out, per policy",AOP: Intermediate Operating Permit,04/21/98,,,OP,389,,,APA000470120,39.311651,-94.664354,1,street_center,,1st St,,,Kansas City,MO,Platte County,64163,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29165,Ferrelview,2924058,30601,1016,1,2.92E+14,29165030601,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX1998020244,02/27/98,draft permit review,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Interprogram Coordination Completed,AP: Interprogram Coordination Task,03/27/98,,,,28,,,AP0000950011,39.12172,-94.478888,1,rooftop,8400,Hawthorne Rd,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,2003,2,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX1998020178,02/13/98,"50,000 gal tank will replace 50,000 gal tank, not 40,000 gal tank",Archer Daniels Midland Co,200 w 19th st,Kansas City,Clay,AP:  Amendment Approved,AP: Corrections & Amendments,03/20/98,,,1097-009A,35,,,AP0000470042,39.090811,-94.586008,1,range_interpolation,200,W 19th St,,,Kansas City,MO,Jackson County,64108,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15800,1016,1,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903186,03/14/98,Dry Cleaning,Arrow Fabricare,3838 troost,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,03/14/98,,,OP,0,3/13/03,,AP0000952100,39.056466,-94.572364,1,rooftop,3838,Troost Ave,,,Kansas City,MO,Jackson County,64109,US,Jackson,2021,29,29095,Kansas City,2938000,5100,1014,1,2.91E+14,29095005100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903182,03/11/98,Incineration,FC Industries,8522 flora,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,03/11/98,,,OP,0,3/10/03,,AP0000952072,38.972201,-94.570667,0.9,nearest_rooftop_match,8521,Flora Ave,,,Kansas City,MO,Jackson County,64131,US,Jackson,2021,29,29095,Kansas City,2938000,9500,2020,2,2.91E+14,29095009500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX0950022021,12/28/95,,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  Acid Rain Permit Issued,AOP: Phase II Acid Rain Permit,02/09/98,,,OP,774,,,AP0000950022,39.130505,-94.478423,1,rooftop,8700,Hawthorne Rd,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,2006,2,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX0470042019,12/24/97,Amend permit # 1297-007.,Archer Daniels Midland Co,200 w 19th st,Kansas City,Clay,AP:  Amendment Approved,AP: Corrections & Amendments,01/15/98,,,1297-007A,22,,,AP0000470042,39.090811,-94.586008,1,range_interpolation,200,W 19th St,,,Kansas City,MO,Jackson County,64108,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15800,1016,1,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200042017,04/03/97,crude vegetable oil refinery,Archer Daniels Midland Co,200 w 19th st,Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,12/10/97,,,1297-007,251,,,AP0000470042,39.090811,-94.586008,1,range_interpolation,200,W 19th St,,,Kansas City,MO,Jackson County,64108,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15800,1016,1,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX0950000001,06/09/97,"Sorting 2000 ton/month waste stream of commercial and industrial debris including paper, cardboard, wood and metals.",Deco Waste Systems,1111 winchester,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,12/10/97,,,,184,,,AP000095N032,39.099984,-94.499984,1,rooftop,1111,Winchester Ave,,,Kansas City,MO,Jackson County,64126,US,City of Kansas City,2021,29,29095,Kansas City,2938000,2000,1049,1,2.91E+14,29095002000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX0470042018,11/03/97,Replace baghouses.,Archer Daniels Midland Co,200 w 19th st,Kansas City,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,12/08/97,,,,35,,,AP0000470042,39.090811,-94.586008,1,range_interpolation,200,W 19th St,,,Kansas City,MO,Jackson County,64108,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15800,1016,1,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX0950000003,11/10/97,Touch up work at auto dealerships.,ColorAll Technologies,,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,12/08/97,,,,28,,,AP000095N001,39.102404,-94.598583,1,place,,,,,Kansas City,MO,Jackson County,64101,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15200,3049,3,2.91E+14,29095015200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200151005,02/19/97,Ink Production,Flint Ink - West 10th Plant,104 west 10th ave,Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,11/07/97,,,,261,,,AP0000470151,39.12712,-94.583371,1,range_interpolation,104,W 10th Ave,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,6073,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400176010,06/20/96,,Bowen Construction Plant #1,2501 manchester,Kansas City,Jackson,AP:  Closed Out Inappropriate Request,AOP: Part 70 Operating Permit,10/29/97,,,OP,496,,,AP0000950176,39.078754,-94.49222,1,rooftop,2501,Manchester Trfy,,,Kansas City,MO,Jackson County,64129,US,Jackson,2021,29,29095,Kansas City,2938000,16300,1001,1,2.91E+14,29095016300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX0950177005,10/16/97,Adding coal tar pitch product ilne to existing facility.,Performance Roof Systems,4821 chelsea avenue,Kansas City,Jackson,AP:  Closed Out Inappropriate Request,AP: Sec 5 & 6: Deminimis and Minor,10/29/97,,,,13,,,APA000950177,39.037693,-94.527738,1,rooftop,4821,Chelsea Ave,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,17100,4020,4,2.91E+14,29095017100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200042015,08/15/96,veg oil extraction mod              ,Archer Daniels Midland Co,200 w 19th st,Kansas City,Clay,AP:  Permit Issued,"AP: Section 7, 8 & 9 Major Source Review",10/08/97,,,1097-009,419,,,AP0000470042,39.090811,-94.586008,1,range_interpolation,200,W 19th St,,,Kansas City,MO,Jackson County,64108,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15800,1016,1,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX0470019035,09/15/97,Replacing existing phosphate and e-coat systems to improve product quality and replace equipment.,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,09/23/97,,,,8,,,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,E 69th St,,,Kansas City,MO,Jackson County,64133,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,17500,1029,1,2.91E+14,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903168,09/10/97,Nameplates,Holland Nameplate & Engraving Co,422 admiral blvd,Kansas City,Jackson,AP:  Received Intermediate OP Issued,AOP: Intermediate Operating Permit,09/10/97,,,OP,0,9/9/02,,AP0000952045,39.105479,-94.577548,1,rooftop,422,Admiral Blvd,,,Kansas City,MO,Jackson County,64106,US,Jackson,2021,29,29095,Kansas City,2938000,15900,1009,1,2.91E+14,29095015900,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903167,08/18/97,Packaging,"Percy Kent Bag Co., Inc",5910 winner road,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,08/18/97,,,OP,0,8/17/02,,APA000950065,39.102757,-94.512911,1,rooftop,5910,Winner Rd,,,Kansas City,MO,Jackson County,64125,US,Jackson,2021,29,29095,Kansas City,2938000,1900,1000,1,2.91E+14,29095001900,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200040005,03/07/97,paint mixer,Davis Paint Co,1311 iron st,Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,07/30/97,,,0797-029,145,,,AP0000470040,39.132465,-94.571456,1,range_interpolation,1311,Iron St,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,6121,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
PORT0065008,07/11/97,extending portable permit through 1998 in City of Kansas City jurisdiction:  KCI Airport,Kansas City Airport Aviation Dept,601 brasilia ave,Kansas City,Platte,AP:  Closed Out Inappropriate Request,AP: Applicability Determination Request,07/17/97,,,,6,,,AP0001652404,39.304398,-94.720609,1,rooftop,601,Brasilia Ave,,,Kansas City,MO,Platte County,64153,US,Platte County,2021,29,29165,Kansas City,2938000,980000,1011,1,2.92E+14,29165980000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX0470019033,06/16/97,truck side capacity increase,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  No Permit Required,AP: Corrections & Amendments,07/08/97,,,,22,,,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,E 69th St,,,Kansas City,MO,Jackson County,64133,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,17500,1029,1,2.91E+14,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400029010,04/26/96,Castings-Intermediate,Lightning Industries,801 woodsweather rd,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Local Issued OP,07/07/97,,,OP,437,7/7/02,,AP0000950029,39.108321,-94.592535,1,rooftop,801,Woodswether Rd,,,Kansas City,MO,Jackson County,64105,US,Jackson,2021,29,29095,Kansas City,2938000,15200,3006,3,2.91E+14,29095015200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200032009,03/05/97,ASI 18 ft dryer to replace 10 ft. dryer,"Henry Wurst, Inc",1331 saline st,Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,06/24/97,,,0697-020,111,,,AP0000470032,39.13274,-94.559711,1,range_interpolation,1331,Saline St,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,6008,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200032008,01/10/97,"2 sheetfed presses 28X40"" 2 & 5 unit","Henry Wurst, Inc",1331 saline st,Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,06/24/97,,,0697-019,165,,,AP0000470032,39.13274,-94.559711,1,range_interpolation,1331,Saline St,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,6008,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200019032,04/21/97,production changes:  new vehicle and inc. F-series production,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  Application Required,AP: Applicability Determination Request,06/16/97,,,,56,,,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,E 69th St,,,Kansas City,MO,Jackson County,64133,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,17500,1029,1,2.91E+14,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200148006,11/18/96,Painting Line,"Star Boards, Inc.",1408 gentry,Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,06/09/97,,,0697-001,203,,,AP0000470148,39.135136,-94.57403,1,range_interpolation,1408,Gentry St,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,6112,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903191,05/06/97,Roofing Material,Performance Roof Systems,4821 chelsea avenue,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,05/06/97,,,OP,0,5/5/02,,APA000950177,39.037693,-94.527738,1,rooftop,4821,Chelsea Ave,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,17100,4020,4,2.91E+14,29095017100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200040006,02/28/97,app. det. for boiler and sandmill,Davis Paint Co,1311 iron st,Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,04/28/97,,,,59,,,AP0000470040,39.132465,-94.571456,1,range_interpolation,1311,Iron St,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,6121,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400120010,06/30/96,,Burd & Fletcher Company,321 west 7th st.,Kansas City,Jackson,AP:  Application Withdrawn by Applicant,AOP: Part 70 Operating Permit,04/25/97,,,OP,299,,,AP0000950120,39.105444,-94.587044,1,rooftop,321,W 7th St,,,Kansas City,MO,Jackson County,64105,US,City of Kansas City,2021,29,29095,Kansas City,2938000,15701,1010,1,2.91E+14,29095015701,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200042016,02/25/97,replace existing fabric filters,Archer Daniels Midland Co,200 w 19th st,Kansas City,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,02/28/97,,,,3,,,AP0000470042,39.090811,-94.586008,1,range_interpolation,200,W 19th St,,,Kansas City,MO,Jackson County,64108,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15800,1016,1,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199608003,08/19/96,Horizontal Silo,Fordyce Concrete Co,7900 nw tiffany springs r,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,09/18/96,,,758,30,,,AP0001652405,39.262034,-94.671916,1,rooftop,7900,NW Tiffany Springs Rd,,,Kansas City,MO,Platte County,64153,US,Platte County,2021,29,29165,Kansas City,2938000,30308,4007,4,2.92E+14,29165030308,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199903088,07/08/96,Emergency Generators,Truman Medical Center East,7900 lees summit rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,08/07/96,,,750,30,,,AP0000952154,38.972784,-94.394966,1,rooftop,7900,Lee's Summit Rd,,,Kansas City,MO,Jackson County,64139,US,City of Kansas City,2021,29,29095,Kansas City,2938000,14300,2013,2,2.91E+14,29095014300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200042014,07/29/95,replace boiler,Archer Daniels Midland Co,200 w 19th st,Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,10/27/95,,,1095-032,90,,,AP0000470042,39.090811,-94.586008,1,range_interpolation,200,W 19th St,,,Kansas City,MO,Jackson County,64108,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15800,1016,1,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP199500016,10/20/95,Asphalt,Superior Bowen Asphalt,8651 ne 38th street,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,10/20/95,,,710,0,,,AP0000952219,39.159472,-94.477894,1,rooftop,8651,NE 38th St,,,Kansas City,MO,Clay County,64161,US,City of Kansas City,2021,29,29047,Kansas City,2938000,22200,3054,3,2.90E+14,29047022200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
PORT0065006,06/17/95,Portable Concrete Plant,Loch Sand & Construction,,Kansas City,Platte,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,08/15/95,,,0692-020,59,8/15/97,,AP0001652411,39.102404,-94.598583,1,place,,,,,Kansas City,MO,Jackson County,64101,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15200,3049,3,2.91E+14,29095015200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200042013,03/20/95,replace gas turbine generator,Archer Daniels Midland Co,200 w 19th st,Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,06/12/95,,,0695-012,84,,,AP0000470042,39.090811,-94.586008,1,range_interpolation,200,W 19th St,,,Kansas City,MO,Jackson County,64108,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15800,1016,1,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
PORT0206005,04/11/95,Local Quarry CP done by APCP due to future Relocation,Recycled Materials Company of Missouri,401 n. atlantic avenue,Kansas City,Portable Plant,AP:  Permit Issued,AP: Local CP,06/01/95,,,,51,6/1/96,,AP00PORT0206,39.119916,-94.582309,0.7,rooftop,401,N Atlantic St,,,Kansas City,MO,Clay County,64116,US,City of Kansas City,2021,29,29047,Kansas City,2938000,22100,6168,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
PORT0207005,04/11/95,Local Quarry CP done by APCP due to future MO Relocations,Recycled Materials Company of Missouri,401 north atlantic avenue,Kansas City,Portable Plant,AP:  Permit Issued,AP: Local CP,06/01/95,,,,51,6/1/96,,AP00PORT0207,39.119916,-94.582309,0.7,rooftop,401,N Atlantic St,,,Kansas City,MO,Clay County,64116,US,City of Kansas City,2021,29,29047,Kansas City,2938000,22100,6168,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
